1	49.115	-16.157
2	49.115	-16.157
3	49.115	-16.157
4	49.115	-16.157
5	49.115	-16.157
6	49.115	-16.157
7	49.115	-16.157
8	49.115	-16.157
9	49.115	-16.157
10	49.115	-16.157
11	49.115	-16.157
12	49.115	-16.157
13	49.115	-16.157
14	49.115	-16.157
15	49.115	-16.157
16	49.115	-16.157
17	49.115	-16.157
18	49.115	-16.157
19	49.115	-16.157
20	49.115	-16.157
21	49.115	-16.157
22	49.115	-16.157
23	49.115	-16.157
24	49.115	-16.157
25	49.115	-16.157
26	49.115	-16.157
27	49.115	-16.157
28	49.115	-16.157
29	49.115	-16.157
30	49.115	-16.157
31	49.115	-16.157
32	49.115	-16.157
33	49.115	-16.157
34	49.115	-16.157
35	49.115	-16.157
36	49.115	-16.157
37	49.115	-16.157
38	49.115	-16.157
39	49.115	-16.157
40	49.115	-16.157
41	49.115	-16.157
42	49.115	-16.157
43	49.115	-16.157
44	49.115	-16.157
45	49.115	-16.157
46	49.115	-16.157
47	49.115	-16.157
48	49.115	-16.157
49	49.115	-16.157
50	49.115	-16.157
51	49.115	-16.157
52	49.115	-16.157
53	49.115	-16.157
54	49.115	-16.157
55	49.115	-16.157
56	49.115	-16.157
57	49.115	-16.157
58	49.115	-16.157
59	49.115	-16.157
60	49.115	-16.157
61	49.115	-16.157
62	49.115	-16.157
63	49.115	-16.157
64	49.115	-16.157
65	49.115	-16.157
66	49.115	-16.157
67	49.115	-16.157
68	49.115	-16.157
69	49.115	-16.157
70	49.115	-16.157
71	49.115	-16.157
72	49.115	-16.157
73	49.115	-16.157
74	49.115	-16.157
75	49.115	-16.157
76	49.115	-16.157
77	49.115	-16.157
78	49.115	-16.157
79	49.115	-16.157
80	49.115	-16.157
81	49.115	-16.157
82	49.115	-16.157
83	49.115	-16.157
84	49.115	-16.157
85	49.115	-16.157
86	49.115	-16.157
87	49.115	-16.157
88	49.115	-16.157
89	49.115	-16.157
90	49.115	-16.157
91	49.115	-16.157
92	49.115	-16.157
93	49.115	-16.157
94	49.115	-16.157
95	49.115	-16.157
96	49.115	-16.157
97	49.115	-16.157
