1	5.5479	-0.76509
2	38.735	-9.8883
3	34.778	-10.638
4	61.975	-20.498
5	62.535	-20.683
6	45.43	-16.113
7	6.9384	-1.6075
8	57.938	-19.163
9	35.796	-10.514
10	45.452	-11.666
11	47.888	-12.082
12	34.9	-10.501
13	41.469	-11.498
14	66.129	-21.872
15	6.5713	-1.4372
16	26.777	-8.6327
17	18.784	-5.35
18	34.553	-11.446
19	37.264	-9.8898
20	63.289	-20.933
21	31.032	-10.967
22	19.356	-5.9881
23	25.536	-8.6853
24	34.461	-10.58
25	49.942	-12.242
26	47.7	-12.399
27	39.37	-10.651
28	30.921	-11.318
29	65.961	-21.816
30	37.029	-11.348
31	26.84	-8.6623
32	17.999	-5.2584
33	47.252	-16.239
34	44.632	-11.488
35	47.016	-16.871
36	6.2824	-1.6108
37	45.449	-18.242
38	65.424	-21.639
39	43.735	-12.973
40	19.716	-6.0611
41	26.983	-7.2682
42	22.426	-6.9861
43	42.004	-12.556
44	35.351	-9.877
45	29.498	-10.053
46	47.997	-13.234
47	48.675	-12.01
48	35.89	-10.446
49	45.264	-12.479
50	53.269	-17.505
51	57.846	-19.132
52	44.499	-12.413
53	23.563	-6.4202
54	37.241	-9.9048
55	38.969	-12.872
56	59.113	-19.551
57	38.953	-11.348
58	26.521	-6.7603
59	34.749	-9.7448
60	41.569	-12.013
61	37.27	-11.434
62	36.544	-10.402
63	37.029	-11.348
64	22.7	-6.7852
65	53.37	-18.061
66	42.449	-13.7
67	48.961	-13.274
68	38.904	-10.778
69	42.216	-11.95
70	38.532	-11.645
71	29.864	-10.194
72	60.65	-20.06
73	38.662	-10.377
74	29.89	-10.918
75	30.665	-10.594
76	27.07	-8.0474
77	39.024	-11.022
78	38.865	-10.751
79	25.611	-7.6766
80	29.247	-9.665
81	39.16	-12.393
82	38	-10.573
83	55.795	-17.585
84	34.61	-9.8662
85	49.65	-16.714
86	53.153	-19.177
87	56.815	-18.791
88	46.128	-16.501
89	65.313	-21.602
90	48.611	-16.833
91	38.87	-9.6646
92	32.181	-11.153
93	51.799	-17.913
94	50.051	-12.61
95	39.306	-9.9763
96	41.202	-10.969
97	22.171	-6.1517
98	30.617	-10.132
99	30.132	-10.569
100	47.696	-11.271
101	17.414	-6.0008
102	25.491	-9.2498
103	25.274	-8.1938
104	20.692	-6.6425
105	45.902	-11.209
106	61.402	-20.308
107	48.219	-17.485
108	63.629	-21.045
109	27.166	-8.2274
110	47.299	-10.785
111	35.357	-11.421
112	44.834	-18.884
113	44.943	-16.104
114	34.699	-11.424
115	65.907	-21.799
116	39.439	-12
117	21.891	-6.0898
118	49.061	-16.669
119	26.723	-8.5558
120	31.514	-10.149
121	34.906	-10.905
122	40.879	-12.576
123	42.54	-11.367
